ego	alter	pair	ell	t0ix	tfix	nix	stE	E
0x4e	0x73a8e49716f7318d	0x1b556787e32031f	182	80	262	2	0	0
0x21	-0x6e337c79b88d2c24	0x1b5d0b4435041dac	24	275	299	3	1	1
0x10c	-0x7ebe7f573222b773	0x1b5fff05e596700e	146	68	572	8	0	0
0x1f	0x4db0798071f86a0	0x1b6191bcfe6aee87	0	438	438	1	0	0
0x5a	0x657b204164d5ec02	0x1b62c5bcacc81107	0	204	206	1	0	0
0x58	-0x5dee024e7fdc5429	0x1b62e13b02c18352	183	208	408	3	1	1
0x101	-0x263c7e6ff73d05ec	0x1b667fc50336cee	0	109	417	1	0	0
0x114	0x6fb81f4d7ad198aa	0x1b66bffe7158510c	0	71	561	1	1	1
0x5b	0x48d324c3fc14faca	0x1b6afa701129c792	0	171	177	1	1	1
0x4a	-0x63604c2d71e4e32d	0x1b702f54d9607dee	0	294	302	2	1	1
0xf3	-0x181942322dc6e559	0x1b74e7930b3f166	0	201	488	1	0	0
0x112	-0xfdace4c8b2ce35f	0x1b76e6343a539ccb	0	397	398	1	0	0
0xd4	0xf9e13c1d0689f4f	0x1b772d45dd29d0a6	51	132	387	8	0	1
0xf9	-0x6c1a349ef92636b6	0x1b789c554499626e	0	286	577	1	0	0
0x3e	0x4922fd978d02bd88	0x1b78c90184ce7565	0	553	553	1	0	0
0x4b	0xd222acd198ab6dc	0x1b7cd05e5cb5a957	0	300	308	1	0	0
0x42	0xdf7f0d3e8fb38fd	0x1b7ef5d0d600d126	55	96	151	2	0	0
0x26	-0x257bf20ba645e03d	0x1b815f5f014bd5	0	482	482	2	0	0
0xe9	-0x5aa2685b9c6dbc1d	0x1b83d41b379c1a1a	3	78	372	2	0	1
0x39	-0x2280caa5df977e4a	0x1b859387de3e1614	0	330	330	1	1	1
0x56	-0x227f18ff153adc10	0x1b86ee4da0a33fef	0	436	437	1	0	0
0xef	-0x40822f8b6e20dd9f	0x1b873e36621b9a54	219	98	555	8	0	0
0x44	-0xdd4cc730929ecf8	0x1b88940e6861a683	3	304	312	3	1	1
0x114	0x7bf22b2c4683ad66	0x1b8c2cf7fcbbff66	0	130	620	1	0	0
0x101	0x30b137591f4c50b	0x1b9808197c5645c5	0	191	499	1	1	1
0x51	0x4d32c8762e17f7a9	0x1ba023c704fabd2f	72	58	131	2	0	0
0x53	0x382569cc86b70bfe	0x1ba43780b53a04ea	190	311	501	3	0	0
0xe0	0x1f8cc963bb7f4dc0	0x1ba4d8f3ac442be4	0	322	556	1	0	0
0xee	0x5c075bf0259020be	0x1ba5dbdd4fd1c272	15	281	582	2	0	0
0x4b	-0x322550b146c13d82	0x1ba6c5e7ab1b3b51	0	622	630	2	0	0
0xc4	0x3c2658d09f3af8e	0x1ba75f610fe0a392	182	139	495	5	0	0
0xcb	0xc8c4675be3d15bc	0x1ba84c901437c7a1	0	85	271	1	0	0
0xcd	0x5c4c7a481491d87e	0x1baa6808f50ee814	0	92	279	2	0	0
0xdb	0x7d46f33deae67c86	0x1bb2d0ca2d7c129c	0	345	605	1	0	0
0x115	0x62fa002ce45a7e75	0x1bb415d8a31f3ce0	8	176	553	2	0	0
0x108	0x53cdea2c3ca4fd2c	0x1bb56c6edea4dcfc	0	160	483	1	0	0
0x1c	0x7ad3b920dc9fe053	0x1bb670eafc4c1df2	0	577	577	1	0	0
0xe8	-0x175f0ff13a18c728	0x1bb6a201d78b3c5a	129	84	508	2	1	0
0x44	-0x56f99e6d33cf0df5	0x1bb7fc5071322e92	0	504	509	1	0	0
0x38	-0x6879ca58954b370d	0x1bb8464edac3afa3	0	533	536	1	0	0
0x58	0x50d28794be21bf15	0x1bbc331a1e95772c	12	548	577	3	0	0
0xdb	-0x3fa3c9084473bac6	0x1bbe0eb8ec1e3e2d	2	365	627	2	1	1
0xcd	0x79859e54da67dbc1	0x1bbee3552ef400fc	0	98	285	1	0	0
0xc9	-0x7b3b9a18cab86f49	0x1bc55f4b4996d48e	1	398	581	2	0	0
0xeb	-0x177988fca9239319	0x1bc7593422f1d057	0	186	476	1	0	0
0xe8	0x6a68e43f658e2947	0x1bcaeee6908b20d7	0	285	580	1	0	0
0xca	-0x5f67c80193b4a7a4	0x1bdb380a10e0bafd	0	425	602	1	0	0
0x42	-0x165fe0e9a9cbca72	0x1be4c0aac915f09a	0	315	315	1	0	0
0x62	-0x6cc7a5e1eed18e33	0x1bedf99e1808d0b9	160	51	216	3	0	1
0x40	-0x658695846dae08e6	0x1bf6a66024b8d0a9	0	419	420	1	0	0
0x62	0x38899cbc0977ac41	0x1bfa2a349795df3f	0	51	56	1	0	0
0x3b	-0x45392fc18cd11aff	0x1bfa82dce4a17ccd	0	576	576	2	1	1
0x1b	0x6ff29be0c892c66c	0x1bfce24d8b8259bf	0	163	167	1	0	0
0x115	-0x50a87684e5ca9871	0x1c04a7fa46d5ee9f	4	93	466	2	0	0
0x101	0x360be6fe1110121a	0x1c11c8dba7f3cc40	0	199	507	1	0	0
0xe9	0x43b6323e89932dd0	0x1c149e4be339a28e	0	197	488	1	0	0
0xca	0x724afb8ecdcd29b0	0x1c15103a2d0c75cb	0	398	575	1	1	1
0x18	-0x6db32bae7c530ce0	0x1c1518aa249ca237	0	93	94	1	0	0
0x4d	0x73b5962aeede31c3	0x1c168e5c8e23f249	0	623	623	1	0	0
0x54	0x93ca605ff2469b	0x1c17772349170b66	140	261	415	2	1	1
0x19	0x30ff5b86036d9e6a	0x1c1c4bf833f26f82	0	222	222	1	0	0
0x31	0x62c03e3a56256e64	0x1c1e33f1eb278851	0	106	116	2	0	0
0x25	-0x6d1c5ba1e01797d8	0x1c1fbd55a58cde3b	0	124	127	1	1	1
0xf1	0x5f524a3c08c43868	0x1c22b583ea09515e	0	95	382	1	0	0
0xe0	-0x362978d8b6470b13	0x1c2568ffb6e69ccc	0	108	342	1	0	0
0x5a	0x44f253d40beb7810	0x1c2bd970fe7e103d	75	493	570	6	0	0
0xc9	-0x37f14d2a5b52ffb4	0x1c2bea28088f9bbe	0	391	573	1	0	0
0x110	0x6d879721b213fba2	0x1c33e4d058157bcf	0	145	487	1	0	0
0x3e	-0x7cbbeace8d542a38	0x1c37ab3fecf54286	0	76	76	1	0	0
0x102	0x5171d16976baedb7	0x1c392e7c4e051a01	0	157	469	1	0	0
0x2d	0x6c91445173507b08	0x1c3a4c88aa9b9ce1	0	292	318	2	0	0
0xd2	0x4b369d9e78e906be	0x1c3b5d31785b87dd	0	217	417	1	0	0
0x71	-0x1f18da2e7f12a5a0	0x1c3dce3caabcd9b9	253	377	630	2	0	0
0x5f	0x3c6aec71bdc0f3f2	0x1c4416195964d807	0	470	470	1	1	1
0x25	0x4eb19dbbd7d9b7af	0x1c476db5d93be7c2	0	618	621	1	0	0
0x1e	-0x639eff432a27c596	0x1c4e89103467d5ed	174	88	262	4	0	0
0xcf	0x5abd2b82f3ccef35	0x1c562691cb3d7036	0	229	421	1	1	1
0xe1	-0x7a60dd425369b631	0x1c5797a210f2fe8d	0	105	345	1	1	1
0x43	-0x6d17ca27ed1fab58	0x1c5dc1819081f5f3	0	502	502	1	0	0
0x18	0x3f5a85ad1a8d4d4c	0x1c5f8bdb24855650	0	117	118	1	0	0
0x31	-0x1d4cfb1f0b03df33	0x1c60d36f00e0cff7	0	91	101	1	0	0
0x5b	0x3ec44a3c757b34b8	0x1c61733dbb84204e	0	482	488	1	0	0
0x2d	-0x42f451bb9decba8f	0x1c68e01c112c292d	4	424	454	2	1	1
0x50	-0x52f3e97933a6c808	0x1c6c963429a08dd1	0	595	608	1	0	0
0x34	0x1cbff404e7311051	0x1c74d46eff511f45	8	75	102	6	0	0
0xe0	-0x44438ddd6f75154a	0x1c777e251b306a78	0	403	637	2	0	0
0xde	-0x22f70dea06d9627b	0x1c7bc1ede79aeab8	1	199	441	2	0	0
0xfc	0x67022bbc36dba1b4	0x1c85beaa78d5c462	0	265	573	1	0	0
0x1e	-0x5b121a6ee81212d1	0x1c86c18c784b7884	0	203	203	1	0	0
0xf9	-0xa214c30a957a96c	0x1c8bfe328e007a22	0	217	508	1	0	0
0xe7	0x206c30115f5d92a1	0x1c8c9c7a874c802b	0	106	392	1	0	0
0xdb	0x4a4cfa4e8eaf564f	0x1c903d73c2d69840	138	82	480	2	0	0
0x4b	0x7e57371bf7b5a093	0x1c93f785a24face9	0	288	296	1	1	1
0x38	0x3ff5350c4fbec50f	0x1c95c09b51f7cdf0	0	179	182	1	0	0
0xc2	-0x2a32d2eb6dca83c8	0x1ca41f9ad5f01991	3	137	332	2	0	0
0xdb	-0x71589c57845d885	0x1ca6f184cab1e990	0	235	495	1	0	0
0x35	0x398a3c95cca9f919	0x1ca8b8b135b2020b	0	284	284	1	0	0
0x5d	-0x3a1a389033e9c7f	0x1cad55eeebee8166	0	298	311	1	0	0
0x102	-0x67e4bbc6e593ec29	0x1cb234fad539c70d	0	310	622	1	0	0
0x109	0x37b285df5ec6bdf7	0x1cc3494aa5d2a9d4	16	132	495	4	0	0
0x115	0x785311e07e709ef4	0x1cc514c2fe6cd184	0	169	538	1	0	0
0x104	-0x7d4eb4e70a052aec	0x1cc6384c5e7b81f2	0	99	413	1	0	0
0x102	-0x1a6e6778aa66a8c7	0x1cc7c6bd0a24515d	0	155	467	2	0	0
0x5d	0x71ea41028718b1cb	0x1cd0b91376bcf280	4	515	532	2	0	0
0xd3	0x6d724c98ecf12f16	0x1cd26661e445094c	0	247	447	1	0	0
0x22	0x257bd850648f85be	0x1cd5053517b5b199	0	403	403	1	0	0
0xca	0x779e9a73d98d16bc	0x1cda43457f9c85d7	0	67	244	2	0	0
0xcf	0xeaabc5630552f36	0x1cdaaf25cb67770e	0	196	388	1	0	0
0xee	-0x7943841188ca280f	0x1cdb98edc3a4330	0	238	524	2	0	0
0xe4	0x406bc666dbaecc31	0x1cdfbfe8d03886d7	253	74	615	2	0	0
0x2c	0x2a515cc46c99a77e	0x1cdfeb99dce8cef1	0	60	77	1	0	0
0x26	-0x511e3f51b30d96e8	0x1ce3119ef4917f4f	6	132	138	2	0	0
0x4a	0x3132f23c5fe50f7a	0x1ce510fd45a2950a	0	141	149	1	1	1
0xc9	0x38fe12abde2c77fa	0x1ce7e8a0c6c0a024	13	420	615	4	0	0
0x113	0x564201837e945087	0x1cf5b7e5a68f9cc5	0	260	627	1	0	0
0xf5	-0x750284eb63769e0d	0x1d0350f8b6f46df0	0	55	332	1	0	0
0x10e	0x62f14c8380ff551b	0x1d093a2a878a6b4b	6	57	410	7	0	0
0xe8	0x3e3e3a614421d5c6	0x1d0be8ac96ff9a14	0	242	537	8	0	0
0x42	0x32ec868e193b9890	0x1d14e3ddeab9b8c6	0	99	99	1	1	1
0xe3	-0x111b74fbc4b16c85	0x1d1724271abe305	0	91	360	1	0	0
0x1f	-0x6f8a75482347ca1d	0x1d17334a0fda2335	0	434	434	2	0	0
0xe8	-0x66214ad2275d15f	0x1d1d03298e556b46	0	87	382	2	0	0
0xf9	-0x44675be92e41e8c3	0x1d2080aaf8545496	4	226	521	2	0	0
0xcd	-0x2a8fc37bfe6c4e3c	0x1d21c3c6eda55540	195	139	521	2	0	0
0x41	0x6c6a3b3450c0f592	0x1d21f341fd2dac8	0	221	221	1	0	0
0x44	0x27a6e968481bd47b	0x1d250880f7439547	42	72	119	13	0	1
0xcf	0x6893d3e3c4bb1c6	0x1d2c028c23bcb38	203	184	579	6	0	0
0x3e	0x5108926177e51bcc	0x1d2d650abd11c571	176	258	434	3	0	0
0x105	0x76bd39b32991c8df	0x1d3382ab376f55d2	0	99	453	1	0	0
0x62	-0x6f6b0d146db2758	0x1d3684cdaff1b481	0	85	90	1	0	0
0x51	-0x213ad71b04924e9	0x1d3b61950f503ec4	0	55	56	2	0	0
0xf0	-0x416fa548e3f043af	0x1d4bf698a34d1f34	0	321	608	1	0	0
0x1c	0x5c1ae26bf93ecbaf	0x1d568031c57e087e	0	62	62	1	0	0
0xcf	0x459ec5c0e8292054	0x1d62d030d9968ad2	0	74	266	1	0	0
0x24	0x53f7a963ffd89f39	0x1d68baf82b9704b8	0	345	358	1	1	1
0x56	0x71479670c9f79ae5	0x1d6cfa1624e01dcd	0	283	284	1	0	0
0x5b	-0x19576e60b71c6b26	0x1d71fcf4c71e24d1	0	352	358	2	1	1
0x106	-0x5c38449faae22fa9	0x1d72ae0a0dbfd8c9	42	93	486	6	0	0
0x44	-0x42e08b8fdf298fe0	0x1d7b0d3603482623	0	295	300	1	0	0
0x19	-0x18f223237d3d762c	0x1d7e144b76f3619a	0	57	57	1	1	1
0x60	-0x697f9c80d3055d5b	0x1d81f94977a823f2	0	154	154	1	0	0
0x3f	0x76463a39a515e3f2	0x1d82899d1f497048	58	463	521	2	1	1
0x56	0xf55ec808b71efa7	0x1d83a441f9fab1a8	0	153	154	1	0	0
0x57	-0x1a3042b0fb993e3a	0x1d8cdd572b33dd20	2	80	82	3	0	0
0x4a	0x5dc63dd43fdb950e	0x1d8f848a4d3549ce	0	343	351	1	1	1
0x62	0x3ae91c8cd68562d2	0x1d90ac9b72b1efef	0	143	148	1	1	1
0xd2	-0x4444a29cf091750b	0x1d93326bb362c57e	0	129	329	1	0	0
0x5b	0x650d80c61662d334	0x1da0b5461ebf9e4	0	114	120	1	1	1
0x10a	-0x3722fe825ab1d75e	0x1da2fda94e35f78e	0	256	586	1	0	0
0x30	-0x558a149207eee44a	0x1da30951c5b9cfdd	0	194	214	1	0	0
0x2d	0x553a379f002fe898	0x1da531069c62f4df	0	427	453	1	0	0
0x1e	0x2637a95914a16d4	0x1da8948ca491cf74	69	244	313	3	0	0
0x3c	-0x5c0c9a66025d6213	0x1dad2f55e17934bb	0	66	66	1	0	0
0x53	-0x641de66d09105c0f	0x1dade92cc787c262	217	153	370	2	0	0
0x4b	0x23f3643f82c1467d	0x1db0af32712deba2	0	284	292	1	0	0
0x5b	-0x187e2a583bd9f623	0x1db92bd0673525c0	2	98	106	4	0	0
0x20	-0x551ff429bbc928cc	0x1dbb3edc0af330f8	0	115	115	1	0	0
0xef	0x36ab367b2ac09880	0x1dbe00d95afe6911	1	292	531	3	0	0
0x102	-0x6d1fb4f029d4f9a7	0x1dc09950d010e942	0	188	500	1	0	0
0x5b	0x1c0def1b3d50c6d5	0x1dc4654e71a0ec4c	50	314	370	4	0	0
0x5f	0x436852c2fd01290e	0x1dd77f98c2dc63f5	0	263	263	1	0	0
0xff	-0x2d7708f39964bd48	0x1ddd9de90caefb56	102	174	590	3	0	1
0x3e	0x1bc2c46a656d467a	0x1de52dbaaafc5cf2	0	403	403	1	0	0
0xe4	0x117b85c774bb37a1	0x1de9b5dfd63f1f2b	0	206	494	1	0	0
0xcf	-0x397fdc5df611d32a	0x1dea34247df477ae	0	141	333	1	0	0
0xd2	-0x40bdc5f98411e52f	0x1deb287df6167570	0	181	381	1	0	0
0x5a	0x3d4c20faed262c0d	0x1ded1637696cca65	0	536	538	1	0	0
0x1e	-0x57acaaf7ece4cb52	0x1df031527ab872ab	0	591	591	1	0	0
0x58	-0x36f343438c951688	0x1df56366829eeabb	237	70	324	19	0	0
0xe6	-0x4c3d2d6986301c18	0x1dfc13d35ddd652c	16	65	372	2	0	0
0xcf	0x7c600630e8d6a6d	0x1dff051bcd67bac1	0	268	460	1	0	0
0x100	0x3cf45c8c6dd7d3be	0x1e001e3127c273ce	0	94	403	1	0	0
0x22	-0x60bc9a5e1a95a1c8	0x1e00ab603e1da840	0	286	286	1	0	0
0x44	-0x7d712fd6317cf0f9	0x1e03b4f68bfca41	0	502	507	1	0	0
0x41	0x483a57c132fb22a5	0x1e07b9a20576f288	0	128	128	1	1	1
0x2f	0x203eb14be245342e	0x1e121cac26e71a2d	67	72	139	2	1	1
0xe8	0x6ee2cd5d944d4c67	0x1e18cdf47cb511ea	0	264	559	1	0	0
0x18	-0x2fb752a273cc00f5	0x1e1cc8b6b9d080fb	0	234	235	1	0	0
0x53	-0x7526bf77c45827ab	0x1e1d9e8a2f87411d	0	605	605	1	0	0
0x40	0x4b3e8854218b6fe7	0x1e23fae6eb3971f7	0	241	242	1	0	0
0xe8	0x17cb09eb27795d59	0x1e2ace61b06681e9	0	50	345	1	1	1
0x5b	0x3f0d572f3cd9bab8	0x1e30b6b1028a4d9e	0	571	577	1	0	0
0xe3	-0x1a275ed40715040d	0x1e3304ddb90825e7	1	233	503	2	0	0
0xf2	-0x2c453cfcb2daeff9	0x1e3c45182e501bff	0	163	455	1	0	0
0xef	-0xfc1dfcd5947c772	0x1e3ef052242635ab	0	76	314	1	0	0
0x42	0x37b0311500b34fe2	0x1e44dc524b2769a	0	262	262	1	0	0
0xc7	-0xb4d31ec54ffc4aa	0x1e52bebbe10b559f	0	103	276	1	0	0
0xf2	-0x141863048575ae64	0x1e57caaddd8b0195	0	252	544	1	0	0
0x20	0x68919dc4e68fc5d4	0x1e5a0647db3e8942	0	95	95	1	0	0
0x101	-0x54d802fdc6cb2a1e	0x1e612eb869e2a190	0	194	502	1	0	0
0xc7	0x582deba6b10747e1	0x1e658af13324fd2	0	458	631	1	1	1
0xf5	0x622a070eb96fc5c8	0x1e662df15608783	74	218	569	3	0	1
0x1c	0x5e80aa01ecb96c80	0x1e668e00eba7a292	27	427	454	3	0	0
0xff	-0x17df060e693be051	0x1e6c21d6d0ea732e	232	76	622	12	0	0
0x115	-0x3f47ad7a73233b98	0x1e7ae2e150b02091	3	196	568	2	0	0
0x35	0x6e7d296408b06a06	0x1e7d4f5d3006600e	0	442	442	1	1	1
0x49	-0x76f7d4bea740a1da	0x1e7db3d4d953852b	0	561	561	1	1	1
0x1f	0x18e3e5795f8fb883	0x1e83892ddf35edbd	101	90	191	3	0	1
0xe8	-0x68ac2e3cd2309c6c	0x1e925fbd7a590f24	187	132	614	2	0	0
0x110	-0x4464aaabb24d21f8	0x1e94520b6d6540d4	79	208	629	4	0	0
0xe8	0x3a466fdb157b8d45	0x1ea0085f279b628a	0	109	404	2	0	0
0x2f	-0x23a673c0b68541e6	0x1ea28d2d1ecde86f	0	587	587	1	0	0
0x1a	-0x63ec5420824f818	0x1eae69753487d95b	0	614	614	2	0	0
0x1f	0x5760c34eb6cf8abb	0x1eb4a095d6b40efa	0	593	593	2	0	0
0x25	0xb88fed0ed32d832	0x1eb7d76cadf889e7	0	163	166	1	0	0
0xcf	-0x6661ef97aaccd9f9	0x1eb831e95afbb9c	42	200	434	2	0	0
0x1d	0x2abe77b700d3cb5a	0x1ebc0f284913a50	42	263	305	2	0	0
0xe5	0x6a30adccca4cd9d7	0x1ebd94603150fdf0	0	182	452	2	0	0
0x54	0x4fb3770fd5994bb	0x1ec32aa1e6d65cc9	0	439	453	1	0	0
0x4a	-0x60aa51ba9956cdc3	0x1ec4c17e383cdc2e	65	153	226	6	0	1
0x18	0x41671e5a4eab73f0	0x1ec71f365d14abad	133	297	431	3	0	0
0x5e	-0x727e208c863cd84b	0x1ec926a397ae4e2f	0	486	486	1	0	0
0xe7	0x4a9eb1ff58556255	0x1ecf749408133cab	0	78	364	1	0	0
0x1e	-0x464c41a70b65da19	0x1ed21ac743b57438	0	133	133	1	0	0
0x1f	0x76f2db16a6b9ca96	0x1ee2bceb66d3562a	264	240	504	14	1	1
0x3f	0x7889b290b057a91	0x1ee309a1d6aadc63	0	524	524	1	0	0
0xf9	-0x194fe648e14da4ec	0x1ee39a4eca44e8ac	0	165	456	1	1	1
0xed	0x7901f5df18991905	0x1efe3524936ce521	0	342	627	1	0	0
0x51	0x646e183004b55de6	0x1f026fc8bf021f	0	567	568	1	1	1
0xe8	-0x34a3b3af5becfc58	0x1f07c6e43392d00c	0	185	480	1	0	0
0x35	0x7e8fe422fdb780a9	0x1f0afde09e698d45	16	480	496	3	0	0
0x1d	-0x535bb690b19ccbbd	0x1f0c9a9e809e9dad	0	293	293	1	0	0
0xfc	-0x380bd9d394db754c	0x1f0cdbd28601fe06	18	259	585	4	0	0
0x109	-0x4e4feced88c49d21	0x1f0efd51cf7d673a	0	175	522	1	0	0
0xf1	0x45f728fa1c670b99	0x1f1660bdc984f1b6	0	95	382	1	0	0
0xf1	-0x6826aa39ff839838	0x1f1712c6e5ee25b2	263	73	623	12	0	1
0xf6	0x89af8b460ef551f	0x1f18f325597047ae	0	238	541	1	1	1
0xca	-0x70a2a6259c8df715	0x1f1a3f978aad4405	0	454	631	1	1	1
0xee	-0x7acee8a870df64cf	0x1f1e10a31d923ec4	0	193	479	1	0	0
0xf8	-0x56f99e6d33cf0df5	0x1f1e2da8adefcdad	0	193	497	1	0	0
0xf1	-0xc08b5a8cd5b07b4	0x1f1fb6ca4ba06ade	12	116	415	2	0	1
0x1c	-0x4a2279f58436bbfb	0x1f20a9affc4a1a15	0	403	403	2	0	0
0x30	-0x1619512e53ad5e57	0x1f24a5a4a2ebb0c6	0	582	602	1	0	0
0xff	0x5eef03d57633a67	0x1f2d276a87945975	0	74	388	1	0	0
0xfb	-0x7ac03cc19c1c5dc7	0x1f2d48404a2707e8	0	347	616	1	0	0
0xdd	0x52a8a8e12f09ddd1	0x1f2f6953382e7157	164	74	472	3	0	1
0x59	0x6b125196e08948f0	0x1f351a12048c2713	0	198	215	1	0	0
0xef	-0x7a44fbc399e853cd	0x1f36a7798a2f7223	0	83	321	1	0	0
0xfd	0x303976fa7ebca37d	0x1f3bd54ed1cceaca	211	73	593	12	0	0
0xf2	0x544404f52e929af6	0x1f3f38591c25e8e2	245	71	608	3	0	0
0xf3	0x206fffcf38962801	0x1f419d49b3170abd	0	208	495	2	0	0
0xf9	-0x1f23987f3a328759	0x1f44213fc6cd8c2b	0	185	476	1	0	0
0x22	0x84bc8c8626ba8f	0x1f49764268fdb2ec	0	341	341	1	0	0
0x105	-0x79b77aa5ccb586da	0x1f5ec05dcee08af5	6	77	437	3	0	0
0x5c	-0x418fe37d651b1de6	0x1f60a1aa6aa3bbf	0	204	204	2	1	1
0xe8	0xca26e9c15e7b58b	0x1f6246bc16f0eb70	0	89	384	2	0	0
0x56	0x37eef9364570ac9a	0x1f6af38d4424cccd	1	558	560	2	0	0
0x45	0x6bf0062968e81edd	0x1f6c624c49a6af62	0	243	244	2	0	0
0xff	-0xe34e88952473ff2	0x1f735be654f64cf5	0	122	436	3	1	1
0x58	0x6e9ccd4e6db67719	0x1f74df3c9449d25f	0	92	109	1	0	0
0xd2	-0x6727736e4d986349	0x1f7a84bc841b0f09	0	158	358	1	1	1
0xc2	0x519dd39b85b50ef6	0x1f7abd3a60935c37	0	444	636	1	0	0
0x18	0x34fc37bc86a24d83	0x1f7c7cddc949c093	0	370	371	1	0	0
0x103	0x159879947bd79917	0x1f7f98005088b90f	0	97	452	1	0	0
0xce	0xe31deb47ac9ca40	0x1f836780555dff56	0	436	637	1	0	0
0x25	0x2b453cb977072af3	0x1f85dfb61ee8e601	0	590	593	1	0	0
0x27	0x3af9bfa6fd50a02b	0x1f8b61831d1d8c12	172	444	637	5	0	0
0x38	-0x35b7428b19e8329d	0x1f8f10bfc42ff866	0	363	366	1	1	1
0xdb	-0x5c466520e8298016	0x1f8f751129a3d10c	0	264	524	1	0	0
0x46	-0x3deabb99a2edfb28	0x1f93242d00e44f58	0	229	229	1	0	0
0xd1	-0x748ce3987190012b	0x1f94e6bef325db27	0	291	480	1	0	0
0xef	0x331de7c52ca67306	0x1f994de4b680ce72	0	361	599	2	0	0
0xf5	0x381a9ee9adcd67a0	0x1f9b5533ff8b955f	0	68	345	2	1	1
0x107	0x4bf9b6261c1ff069	0x1f9dbe04f4d2fa78	32	117	463	2	0	1
0xe8	0x144d5bd9b64a6daf	0x1fa5861ffb868c86	0	290	585	1	0	0
0xf8	-0x24775f99807b9f12	0x1faab950076e2ec0	159	159	622	5	1	0
0xed	0x295a8a5763b70b68	0x1fac897225a613c0	0	197	482	1	0	0
0x42	0x64e78fa8a1c50c63	0x1fb61258304550c8	0	146	146	1	0	0
0x4b	0x6dfd98679f4bde0f	0x1fb9c1fd833a9ce2	0	230	238	1	0	0
0x31	-0x7757160d75d50ed4	0x1fc16b77932420a8	0	53	63	1	0	0
0x44	-0x77e5415318b60ad0	0x1fc753365feba299	0	539	544	1	0	0
0x2f	-0x281307fa3a34c485	0x1fc7594ae90b0155	0	197	197	1	1	1
0x111	-0x5eaec9a13d2644f5	0x1fc9ae66ad1a8464	0	284	637	1	0	0
0x3e	-0x2e91767a4bfbf86d	0x1fd11b8d74171eec	0	66	66	1	0	0
0x3f	0x52ecb99ac74130ca	0x1fdde078616cd651	0	105	105	1	0	0
0x5b	0x5506165137c99bb5	0x1fe0c7a15370070d	0	91	97	1	0	0
0x62	-0x76bb6ffa7984d414	0x1fe328ea9d8e2170	0	98	103	1	0	0
0x4c	0x558e162c2912bce8	0x1fee3ac09c0fc92f	0	340	340	1	0	0
0x1a	0x55ddae527d1283ed	0x1ff444051c2fa8ad	0	553	553	1	0	0
0x1c	-0x37539db911cf2373	0x1ff46ec96189f716	0	298	298	1	0	0
0xed	0x62fd324eb7899e72	0x1ff49ae66936f66	0	259	544	2	0	0
0x5c	-0x61ef751019c17c3c	0x20037120e182528	0	152	152	2	0	0
0x2a	-0x716b0cf9b8068367	0x2003d6c286a93e0a	0	207	207	1	0	0
0x54	-0x6fbbbd1624082272	0x2004c7d8e93b2287	0	607	621	1	0	0
0x3e	-0x35a01200e24ccf66	0x200830dcca0e4c83	0	475	475	1	0	0
0x102	-0x58d04e31a93f7e4f	0x200869acb91e4531	0	92	404	1	0	0
0x18	0xa48c621a0ce8f72	0x2017ff800de15bc1	103	239	343	11	1	0
0xc9	-0xdf1b62d4367db36	0x20186b01faf3fcc9	0	374	556	1	0	0
0x22	0x3280b8f252c09813	0x2018ff9e1010c76	0	535	535	1	0	0
0xde	0x41dac18aa99b2dd1	0x201a3ee9641d8121	0	292	533	1	1	1
0x5a	-0x1b78145502d576a7	0x2023107527bb5992	25	488	515	2	0	0
0xf9	0x3b87b26f9048b8	0x202cd4ad482c37c4	0	52	343	1	0	0
0x56	-0x28c1098f77900746	0x202f62e358e8936e	11	535	547	4	0	0
0xf9	-0x37eaa555902471d2	0x203acea04f10e69f	0	295	586	1	0	0
0x1c	-0x7220f8c2bfe5e10c	0x203b7f4d6cbb32ac	265	77	342	10	0	0
0xd1	0x128cdbcb6aaa8c7c	0x204294711e397f48	0	304	493	1	0	0
0x4d	-0xf934b3d194b83e8	0x20456b8179b58200	0	417	417	1	0	0
0x1a	0x2e7ca1d8f852ba5	0x204d15bcf1a97b75	0	405	405	1	0	0
0x1d	-0x63060b7b718a8472	0x204da83d04f39240	0	356	356	1	0	0
0x58	-0x6b46b061f6117fc8	0x204ff3427ea060bb	0	218	235	1	0	0
0xd2	-0x149eb7f846d20523	0x2052af33ac4d3bae	0	134	334	1	0	0
0xdc	0xdf7f0d3e8fb38fd	0x2052af9deac723a4	182	85	504	2	0	0
0xd3	0x3b7f504baa435605	0x2053925cb95b0e45	0	316	516	1	0	0
0xf9	-0x62fc1c7d782687de	0x2058aae9e3c9544	0	183	474	1	0	0
0x59	-0x668c17a1802fdc4d	0x2061cce90a007675	0	136	153	1	0	0
0xc4	0x7c851aba3948ee5d	0x206415c53e446798	2	178	354	4	1	0
0xc2	-0x30e0ed51968e7af0	0x20645edcb2df551b	64	115	371	4	0	0
0xee	0x6cc3c76374104764	0x206761fefd5162af	27	104	417	2	0	0
0x105	-0x628bf91c8b47c086	0x2067f65d0037fd96	0	135	489	1	0	0
0x56	0x7910c30292efdb61	0x206913457434e578	0	321	322	1	0	0
0x51	0x38d4bfb363f16da6	0x206d4f3f7343311d	0	567	568	1	1	1
0x62	0x4bc997a39725094e	0x206ee85380b79cc7	0	106	111	1	0	0
0xc4	0x652645042363eb83	0x2079dfc24e1243a3	19	330	523	10	0	0
